0,2.41094e-32
74.7955,2.41094e-32
74.7955,1.0709
3.07674,1.0709
3.07674,1.09196
5.65362,1.09196
5.65362,0.853389
6.3562,0.853389
6.3562,0.131898
0.225985,0.131898
0.225985,1.05743
1.79327,1.05743
1.79327,2.76252
2.9024,2.76252
2.9024,0.130458
1.44349,0.130458
1.44349,10.8071
1.9845,10.8071
1.9845,3.02971
1.66345,3.02971
1.66345,1.73819
4.44794,1.73819
4.44794,2.69606
0.311913,2.69606
0.311913,0.417812
2.82146,0.417812
2.82146,2.17724
4.99082,2.17724
4.99082,0.850451
2.21032,0.850451
2.21032,0.328602
6.50216,0.328602
6.50216,0.465058
6.8046,0.465058
6.8046,0.674161
4.1612,0.674161
4.1612,2.25875
4.2018,2.25875
4.2018,0.971331
3.15883,0.971331
3.15883,2.12002
2.50463,2.12002
2.50463,2.45242
0.813411,2.45242
0.813411,0.338559
1.43154,0.338559
1.43154,0.794366
0.870044,0.794366
0.870044,3.22278
3.12127,3.22278
3.12127,2.27866
10.2473,2.27866
10.2473,0.998387
0.110864,0.998387
0.110864,0.33607
1.71566,0.33607
1.71566,2.53265
3.51303,2.53265
3.51303,0.727412
2.3257,0.727412
2.3257,0.316553
1.18695,0.316553
1.18695,0.408542
1.60976,0.408542
1.60976,0.18469
0.751874,0.18469
0.751874,0.509163
3.56124,0.509163
3.56124,0.227369
1.76684,0.227369
1.76684,0.275927
3.10101,0.275927
3.10101,2.18305
0.620535,2.18305
0.620535,0.931262
0.783185,0.931262
0.783185,0.450808
0.181665,0.450808
0.181665,2.07483
0.782052,2.07483
0.782052,3.71632
3.99787,3.71632
3.99787,1.49726
0.321265,1.49726
0.321265,1.25913
2.22212,1.25913
2.22212,3.35745
0.507714,3.35745
0.507714,3.88551
1.08871,3.88551
1.08871,3.20801
2.32761,3.20801
2.32761,0.973142
7.45151,0.973142
7.45151,0.991193
2.31391,0.991193
2.31391,2.13588
4.98544,2.13588
4.98544,0.0342748
8.80059,0.0342748
8.80059,5.53547
4.55381,5.53547
4.55381,0.904322
2.54439,0.904322
2.54439,2.2492
2.16832,2.2492
2.16832,0.980946
1.3603,0.980946
1.3603,1.42122
0.770411,1.42122
0.770411,0.351155
1.33652,0.351155
1.33652,0.985149
3.37293,0.985149
3.37293,2.31744
7.24546,2.31744
7.24546,3.75331
1.51415,3.75331
1.51415,0.0494251
2.0028,0.0494251
2.0028,0.522029
0.251699,0.522029
0.251699,0.252371
6.05351,0.252371
6.05351,2.05383
6.24815,2.05383
6.24815,3.83632
1.46781,3.83632
1.46781,0.864637
2.80987,0.864637
2.80987,1.0192
6.36272,1.0192
6.36272,0.578635
1.96548,0.578635
1.96548,0.255483
2.92979,0.255483
2.92979,2.83203
3.25395,2.83203
3.25395,0.872514
10.0178,0.872514
10.0178,0.766242
3.26531,0.766242
3.26531,1.22222
5.46831,1.22222
5.46831,1.79033
2.36063,1.79033
2.36063,0.564033
1.25095,0.564033
1.25095,0.71293
0.198842,0.71293
0.198842,1.57339
1.60562,1.57339
1.60562,0.133778
2.11892,0.133778
2.11892,2.06619
2.59437,2.06619
2.59437,0.182556
0.90298,0.182556
0.90298,1.72865
1.04645,1.72865
1.04645,0.665717
4.05422,0.665717
4.05422,0.414245
5.64978,0.414245
5.64978,3.49621
1.00267,3.49621
1.00267,1.64812
1.3161,1.64812
1.3161,0.950251
1.66183,0.950251
1.66183,2.27168
4.74067,2.27168
4.74067,2.8402
0.204514,2.8402
0.204514,0.0982008
3.47211,0.0982008
3.47211,2.96037
0.232478,2.96037
0.232478,0.336736
0.498456,0.336736
0.498456,0.123128
2.91496,0.123128
2.91496,0.387848
1.79316,0.387848
1.79316,1.83168
1.76863,1.83168
1.76863,1.98837
4.8329,1.98837
4.8329,0.725876
1.46178,0.725876
1.46178,1.10252
1.31586,1.10252
1.31586,1.64513
6.94044,1.64513
6.94044,3.16756
3.4572,3.16756
3.4572,1.16006
2.36375,1.16006
2.36375,6.17753
2.73074,6.17753
2.73074,0.0954819
2.39803,0.0954819
2.39803,0.516764
4.75489,0.516764
4.75489,2.27351
0.681613,2.27351
0.681613,1.33287
2.59427,1.33287
2.59427,0.660549
0.856406,0.660549
0.856406,1.79527
2.17904,1.79527
2.17904,0.965657
2.08202,0.965657
2.08202,0.578514
2.59139,0.578514
2.59139,3.84671
0.59191,3.84671
0.59191,1.52796
1.52145,1.52796
1.52145,3.23816
3.68658,3.23816
3.68658,0.474179
3.56496,0.474179
3.56496,0.50667
2.53052,0.50667
2.53052,3.40284
1.86715,3.40284
1.86715,1.16582
2.58673,1.16582
2.58673,0.61316
1.65057,0.61316
1.65057,2.03014
0.555063,2.03014
0.555063,0.928134
2.34075,0.928134
2.34075,4.00491
1.98664,4.00491
1.98664,0.0760815
2.50693,0.0760815
2.50693,1.07376
5.54931,1.07376
5.54931,0.607984
4.68482,0.607984
4.68482,0.230873
2.17506,0.230873
2.17506,2.62351
3.57826,2.62351
3.57826,0.335767
3.58395,0.335767
3.58395,1.81959
1.78615,1.81959
1.78615,0.577528
0.546454,0.577528
0.546454,2.00487
1.74169,2.00487
1.74169,2.09471
1.61179,2.09471
1.61179,0.873794
3.98666,0.873794
3.98666,0.0201464
0.497906,0.0201464
0.497906,1.34411
0.339684,1.34411
0.339684,0.55528
3.62362,0.55528
3.62362,1.43241
0.156349,1.43241
0.156349,5.28352
1.30387,5.28352
1.30387,4.01521
5.45738,4.01521
5.45738,1.6129
5.12374,1.6129
5.12374,1.62066
3.55433,1.62066
3.55433,2.17663
5.07558,2.17663
5.07558,2.00413
3.11822,2.00413
3.11822,0.885634
3.07858,0.885634
3.07858,0.753751
2.98974,0.753751
2.98974,0.243597
0.835969,0.243597
0.835969,3.14949
0.383491,3.14949
0.383491,1.34118
4.50949,1.34118
4.50949,4.35642
0.444321,4.35642
0.444321,0.663894
0.440444,0.663894
0.440444,1.29962
2.20173,1.29962
2.20173,0.238041
3.4501,0.238041
3.4501,1.90582
0.261261,1.90582
0.261261,0.109283
5.55759,0.109283
5.55759,4.20132
1.0599,4.20132
1.0599,0.683471
7.20715,0.683471
7.20715,0.629127
0.887129,0.629127
0.887129,3.73522
1.59497,3.73522
1.59497,3.45567
1.25761,3.45567
1.25761,3.40576
1.62818,3.40576
1.62818,2.77571
1.3398,2.77571
1.3398,0.305293
2.86788,0.305293
2.86788,1.45958
1.3225,1.45958
1.3225,4.02659
2.73768,4.02659
2.73768,1.44287
3.01938,1.44287
3.01938,1.6855
2.9917,1.6855
2.9917,0.971989
0.362134,0.971989
0.362134,1.66068
4.57396,1.66068
4.57396,5.42319
2.21873,5.42319
2.21873,2.10357
2.27451,2.10357
2.27451,0.460581
4.94715,0.460581
4.94715,1.39557
8.16237,1.39557
8.16237,0.50683
1.66218,0.50683
1.66218,0.154445
0.489999,0.154445
0.489999,2.33378
1.74593,2.33378
1.74593,0.258558
3.90155,0.258558
3.90155,3.08138
0.949719,3.08138
0.949719,1.0053
4.82595,1.0053
4.82595,15.0196
1.51585,15.0196
1.51585,0.810796
2.53663,0.810796
2.53663,1.14405
1.96084,1.14405
1.96084,1.35393
6.09274,1.35393
6.09274,0.111854
2.29606,0.111854
2.29606,1.40948
0.748733,1.40948
0.748733,6.00041
2.79662,6.00041
2.79662,2.18372
2.3872,2.18372
2.3872,0.713405
0.921015,0.713405
0.921015,2.28691
1.95058,2.28691
1.95058,2.9217
3.45376,2.9217
3.45376,5.32082
0.303868,5.32082
0.303868,2.82181
1.82221,2.82181
1.82221,0.407982
1.16558,0.407982
1.16558,0.588479
5.83114,0.588479
5.83114,0.538986
0.119272,0.538986
0.119272,0.593928
11.6073,0.593928
11.6073,1.86227
2.83457,1.86227
2.83457,4.10601
0.0391069,4.10601
0.0391069,1.32649
2.02564,1.32649
2.02564,6.03039
1.38635,6.03039
1.38635,1.16851
1.97547,1.16851
1.97547,1.13403
1.69152,1.13403
1.69152,0.0106505
5.16661,0.0106505
5.16661,0.636349
2.29898,0.636349
2.29898,2.6233
1.9448,2.6233
1.9448,1.54858
1.78127,1.54858
1.78127,2.75379
6.31603,2.75379
6.31603,0.183677
8.19213,0.183677
8.19213,0.531251
0.558954,0.531251
0.558954,0.89045
0.435992,0.89045
0.435992,0.10048
3.21684,0.10048
3.21684,1.41434
2.08856,1.41434
2.08856,0.300817
1.117,0.300817
1.117,3.73401
0.581832,3.73401
0.581832,2.07506
9.09162,2.07506
9.09162,0.408171
2.31838,0.408171
2.31838,0.967153
0.799283,0.967153
0.799283,1.17916
3.00132,1.17916
3.00132,0.0204721
4.80428,0.0204721
4.80428,0.0724649
1.36328,0.0724649
1.36328,4.24426
5.51006,4.24426
5.51006,0.978201
1.89713,0.978201
1.89713,0.297024
2.57087,0.297024
2.57087,2.09365
5.65015,2.09365
5.65015,0.0330347
1.51861,0.0330347
1.51861,4.77869
5.40263,4.77869
5.40263,2.80675
5.09926,2.80675
5.09926,1.27684
1.17706,1.27684
1.17706,0.604939
0.667863,0.604939
0.667863,0.86825
4.79578,0.86825
4.79578,6.16341
1.73799,6.16341
1.73799,0.681659
5.56543,0.681659
5.56543,2.97855
3.09869,2.97855
3.09869,0.744583
0.38763,0.744583
0.38763,0.804923
0.0437982,0.804923
0.0437982,1.05114
0.46096,1.05114
0.46096,1.18366
0.275952,1.18366
0.275952,2.10392
7.35254,2.10392
7.35254,0.259054
6.7875,0.259054
6.7875,2.08584
0.567532,2.08584
0.567532,7.65709
1.21231,7.65709
1.21231,0.856913
0.406791,0.856913
0.406791,3.57703
1.10176,3.57703
1.10176,2.41165
0.268727,2.41165
0.268727,1.80116
2.77348,1.80116
2.77348,0.878688
9.07202,0.878688
9.07202,2.68156
0.440549,2.68156
0.440549,1.00892
7.21165,1.00892
7.21165,1.9838
3.92895,1.9838
3.92895,0.661052
2.5413,0.661052
2.5413,0.955487
6.48047,0.955487
6.48047,4.77251
1.32647,4.
